template_interface	ligand_1	ligand_2	cluster_representatives	target_interface
1P33_A_B	MTX		 1P33_A_B	1W0C_B_C,1W0C_E_H,1W0C_F_G,1W0C_A_D,6RXC_B_C,6RXC_A_D,2BFM_B_C,2BFO_A_D,2BFM_A_D,1E92_A_D,5L42_B_C,5L4N_B_C,2BFO_B_C,2BF7_A_D,2BFA_B_C,3H4V_A_D,2BFP_A_D,2BFP_B_C,3H4V_E_H,2BFA_A_D,3H4V_F_G,5L42_A_D,3H4V_B_C,5L4N_A_D,1E92_B_C,2BF7_B_C,2QHX_A_D,2QHX_B_C,1P33_C_D,3JQB_A_D,6GD0_B_C,2X9G_B_C,4CM4_A_D,6GCP_B_C,4CMG_A_D,6HNC_A_B,3BMN_A_D,4CMI_B_C,3JQ8_A_D,5JCJ_A_D,5K6A_A_D,6GEY_A_D,4CMG_B_C,6HOW_A_B,3BMO_B_C,4CMC_B_C,4CM3_A_D,6GCL_A_D,6HNR_C_D,4CM8_A_D,6RX6_B_C,2X9V_A_D,4CMK_A_D,2YHI_B_D,6RX0_A_D,6GDO_B_C,4CLE_A_D,4CMA_A_D,3JQF_A_D,4CM7_B_C,4CL8_A_D,3BMQ_B_C,5JCX_B_C,4CL8_B_C,3GN2_A_D,3JQA_A_D,4CM5_B_C,4CLD_A_D,6GCQ_B_C,4CM3_B_C,4CM8_B_C,4CMB_B_C,3JQC_B_C,4CMK_B_C,3JQG_B_C,6GCQ_A_D,2X9N_B_C,6GCP_A_D,3BMO_A_D,3JQE_A_D,3JQF_B_C,4CLE_B_C,2X9N_A_D,3JQ6_B_C,4CLH_B_C,4CM9_B_C,3MCV_A_D,6HNC_C_D,3JQG_A_D,4CME_B_C,4CM5_A_D,3JQD_A_D,3JQC_A_D,5JCJ_B_C,6GCL_B_C,5JCX_A_D,3JQ9_A_D,3BMC_A_D,4CMI_A_D,6TBX_A_B,3JQ8_B_C,6GEY_B_C,2YHI_A_C,3BMQ_A_D,3JQ7_A_D,2X9G_A_D,6RX0_B_C,4CMJ_A_D,3JQ6_A_D,4CM6_A_D,4CME_A_D,6RX5_A_D,4CLH_A_D,3BMC_B_C,6HNR_A_B,5JDC_B_C,3JQ7_B_C,3JQB_B_C,4CMA_B_C,4CM1_B_C,4CLX_B_C,4CLR_A_D,4CLX_A_D,6RX6_A_D,3GN1_B_C,4CM1_A_D,6GEX_A_D,4CLO_B_C,5JDC_A_D,3JQD_B_C,2YHU_B_C,6HOW_C_D,4CMJ_B_C,4CLD_B_C,6GD4_A_D,2X9V_B_C,4CM4_B_C,6GDO_A_D,3JQE_B_C,3GN2_B_C,4CLR_B_C,6GD4_B_C,4CLO_A_D,3BMN_B_C,4CM9_A_D,6RX5_B_C,2YHU_A_D,3JQ9_B_C,4CMB_A_D,3MCV_B_C,4CM6_B_C,3JQA_B_C,5K6A_B_C,6GDP_A_D,6GDP_B_C,5JDI_B_C,5JDI_A_D,6GEX_B_C,6GD0_A_D,6TBX_C_D,4CMC_A_D,3GN1_A_D,4CM7_A_D,2C7V_A_D,2WD8_B_C,4WCF_A_D,2WD8_A_D,5IZC_B_C,4WCD_A_D,4WCD_B_C,2C7V_B_C,2VZ0_B_C,2WD7_B_C,5IZC_A_D,2WD7_A_D,6GCK_B_C,2VZ0_A_D,6GCK_A_D,4WCF_B_C
2BFM_A_D	TOP	TOP	 1P33_A_B	1W0C_B_C,1W0C_E_H,1W0C_F_G,1W0C_A_D,6RXC_B_C,6RXC_A_D,2BFM_B_C,2BFO_A_D,1E92_A_D,5L42_B_C,5L4N_B_C,2BFO_B_C,2BF7_A_D,2BFA_B_C,3H4V_A_D,2BFP_A_D,2BFP_B_C,3H4V_E_H,2BFA_A_D,3H4V_F_G,5L42_A_D,3H4V_B_C,5L4N_A_D,1E92_B_C,2BF7_B_C,2QHX_A_D,2QHX_B_C,1P33_C_D,1P33_A_B,3JQB_A_D,6GD0_B_C,2X9G_B_C,4CM4_A_D,6GCP_B_C,4CMG_A_D,6HNC_A_B,3BMN_A_D,4CMI_B_C,3JQ8_A_D,5JCJ_A_D,5K6A_A_D,6GEY_A_D,4CMG_B_C,6HOW_A_B,3BMO_B_C,4CMC_B_C,4CM3_A_D,6GCL_A_D,6HNR_C_D,4CM8_A_D,6RX6_B_C,2X9V_A_D,4CMK_A_D,2YHI_B_D,6RX0_A_D,6GDO_B_C,4CLE_A_D,4CMA_A_D,3JQF_A_D,4CM7_B_C,4CL8_A_D,3BMQ_B_C,5JCX_B_C,4CL8_B_C,3GN2_A_D,3JQA_A_D,4CM5_B_C,4CLD_A_D,6GCQ_B_C,4CM3_B_C,4CM8_B_C,4CMB_B_C,3JQC_B_C,4CMK_B_C,3JQG_B_C,6GCQ_A_D,2X9N_B_C,6GCP_A_D,3BMO_A_D,3JQE_A_D,3JQF_B_C,4CLE_B_C,2X9N_A_D,3JQ6_B_C,4CLH_B_C,4CM9_B_C,3MCV_A_D,6HNC_C_D,3JQG_A_D,4CME_B_C,4CM5_A_D,3JQD_A_D,3JQC_A_D,5JCJ_B_C,6GCL_B_C,5JCX_A_D,3JQ9_A_D,3BMC_A_D,4CMI_A_D,6TBX_A_B,3JQ8_B_C,6GEY_B_C,2YHI_A_C,3BMQ_A_D,3JQ7_A_D,2X9G_A_D,6RX0_B_C,4CMJ_A_D,3JQ6_A_D,4CM6_A_D,4CME_A_D,6RX5_A_D,4CLH_A_D,3BMC_B_C,6HNR_A_B,5JDC_B_C,3JQ7_B_C,3JQB_B_C,4CMA_B_C,4CM1_B_C,4CLX_B_C,4CLR_A_D,4CLX_A_D,6RX6_A_D,3GN1_B_C,4CM1_A_D,6GEX_A_D,4CLO_B_C,5JDC_A_D,3JQD_B_C,2YHU_B_C,6HOW_C_D,4CMJ_B_C,4CLD_B_C,6GD4_A_D,2X9V_B_C,4CM4_B_C,6GDO_A_D,3JQE_B_C,3GN2_B_C,4CLR_B_C,6GD4_B_C,4CLO_A_D,3BMN_B_C,4CM9_A_D,6RX5_B_C,2YHU_A_D,3JQ9_B_C,4CMB_A_D,3MCV_B_C,4CM6_B_C,3JQA_B_C,5K6A_B_C,6GDP_A_D,6GDP_B_C,5JDI_B_C,5JDI_A_D,6GEX_B_C,6GD0_A_D,6TBX_C_D,4CMC_A_D,3GN1_A_D,4CM7_A_D,2C7V_A_D,2WD8_B_C,4WCF_A_D,2WD8_A_D,5IZC_B_C,4WCD_A_D,4WCD_B_C,2C7V_B_C,2VZ0_B_C,2WD7_B_C,5IZC_A_D,2WD7_A_D,6GCK_B_C,2VZ0_A_D,6GCK_A_D,4WCF_B_C
3BMN_A_D	GOL	EDO	 1P33_A_B	1W0C_B_C,1W0C_E_H,1W0C_F_G,1W0C_A_D,6RXC_B_C,6RXC_A_D,2BFM_B_C,2BFO_A_D,2BFM_A_D,1E92_A_D,5L42_B_C,5L4N_B_C,2BFO_B_C,2BF7_A_D,2BFA_B_C,3H4V_A_D,2BFP_A_D,2BFP_B_C,3H4V_E_H,2BFA_A_D,3H4V_F_G,5L42_A_D,3H4V_B_C,5L4N_A_D,1E92_B_C,2BF7_B_C,2QHX_A_D,2QHX_B_C,1P33_C_D,1P33_A_B,3JQB_A_D,6GD0_B_C,2X9G_B_C,4CM4_A_D,6GCP_B_C,4CMG_A_D,6HNC_A_B,4CMI_B_C,3JQ8_A_D,5JCJ_A_D,5K6A_A_D,6GEY_A_D,4CMG_B_C,6HOW_A_B,3BMO_B_C,4CMC_B_C,4CM3_A_D,6GCL_A_D,6HNR_C_D,4CM8_A_D,6RX6_B_C,2X9V_A_D,4CMK_A_D,2YHI_B_D,6RX0_A_D,6GDO_B_C,4CLE_A_D,4CMA_A_D,3JQF_A_D,4CM7_B_C,4CL8_A_D,3BMQ_B_C,5JCX_B_C,4CL8_B_C,3GN2_A_D,3JQA_A_D,4CM5_B_C,4CLD_A_D,6GCQ_B_C,4CM3_B_C,4CM8_B_C,4CMB_B_C,3JQC_B_C,4CMK_B_C,3JQG_B_C,6GCQ_A_D,2X9N_B_C,6GCP_A_D,3BMO_A_D,3JQE_A_D,3JQF_B_C,4CLE_B_C,2X9N_A_D,3JQ6_B_C,4CLH_B_C,4CM9_B_C,3MCV_A_D,6HNC_C_D,3JQG_A_D,4CME_B_C,4CM5_A_D,3JQD_A_D,3JQC_A_D,5JCJ_B_C,6GCL_B_C,5JCX_A_D,3JQ9_A_D,3BMC_A_D,4CMI_A_D,6TBX_A_B,3JQ8_B_C,6GEY_B_C,2YHI_A_C,3BMQ_A_D,3JQ7_A_D,2X9G_A_D,6RX0_B_C,4CMJ_A_D,3JQ6_A_D,4CM6_A_D,4CME_A_D,6RX5_A_D,4CLH_A_D,3BMC_B_C,6HNR_A_B,5JDC_B_C,3JQ7_B_C,3JQB_B_C,4CMA_B_C,4CM1_B_C,4CLX_B_C,4CLR_A_D,4CLX_A_D,6RX6_A_D,3GN1_B_C,4CM1_A_D,6GEX_A_D,4CLO_B_C,5JDC_A_D,3JQD_B_C,2YHU_B_C,6HOW_C_D,4CMJ_B_C,4CLD_B_C,6GD4_A_D,2X9V_B_C,4CM4_B_C,6GDO_A_D,3JQE_B_C,3GN2_B_C,4CLR_B_C,6GD4_B_C,4CLO_A_D,3BMN_B_C,4CM9_A_D,6RX5_B_C,2YHU_A_D,3JQ9_B_C,4CMB_A_D,3MCV_B_C,4CM6_B_C,3JQA_B_C,5K6A_B_C,6GDP_A_D,6GDP_B_C,5JDI_B_C,5JDI_A_D,6GEX_B_C,6GD0_A_D,6TBX_C_D,4CMC_A_D,3GN1_A_D,4CM7_A_D,2C7V_A_D,2WD8_B_C,4WCF_A_D,2WD8_A_D,5IZC_B_C,4WCD_A_D,4WCD_B_C,2C7V_B_C,2VZ0_B_C,2WD7_B_C,5IZC_A_D,2WD7_A_D,6GCK_B_C,2VZ0_A_D,6GCK_A_D,4WCF_B_C
4CM8_A_D	DTT	GOL	 1P33_A_B	1W0C_B_C,1W0C_E_H,1W0C_F_G,1W0C_A_D,6RXC_B_C,6RXC_A_D,2BFM_B_C,2BFO_A_D,2BFM_A_D,1E92_A_D,5L42_B_C,5L4N_B_C,2BFO_B_C,2BF7_A_D,2BFA_B_C,3H4V_A_D,2BFP_A_D,2BFP_B_C,3H4V_E_H,2BFA_A_D,3H4V_F_G,5L42_A_D,3H4V_B_C,5L4N_A_D,1E92_B_C,2BF7_B_C,2QHX_A_D,2QHX_B_C,1P33_C_D,1P33_A_B,3JQB_A_D,6GD0_B_C,2X9G_B_C,4CM4_A_D,6GCP_B_C,4CMG_A_D,6HNC_A_B,3BMN_A_D,4CMI_B_C,3JQ8_A_D,5JCJ_A_D,5K6A_A_D,6GEY_A_D,4CMG_B_C,6HOW_A_B,3BMO_B_C,4CMC_B_C,4CM3_A_D,6GCL_A_D,6HNR_C_D,6RX6_B_C,2X9V_A_D,4CMK_A_D,2YHI_B_D,6RX0_A_D,6GDO_B_C,4CLE_A_D,4CMA_A_D,3JQF_A_D,4CM7_B_C,4CL8_A_D,3BMQ_B_C,5JCX_B_C,4CL8_B_C,3GN2_A_D,3JQA_A_D,4CM5_B_C,4CLD_A_D,6GCQ_B_C,4CM3_B_C,4CM8_B_C,4CMB_B_C,3JQC_B_C,4CMK_B_C,3JQG_B_C,6GCQ_A_D,2X9N_B_C,6GCP_A_D,3BMO_A_D,3JQE_A_D,3JQF_B_C,4CLE_B_C,2X9N_A_D,3JQ6_B_C,4CLH_B_C,4CM9_B_C,3MCV_A_D,6HNC_C_D,3JQG_A_D,4CME_B_C,4CM5_A_D,3JQD_A_D,3JQC_A_D,5JCJ_B_C,6GCL_B_C,5JCX_A_D,3JQ9_A_D,3BMC_A_D,4CMI_A_D,6TBX_A_B,3JQ8_B_C,6GEY_B_C,2YHI_A_C,3BMQ_A_D,3JQ7_A_D,2X9G_A_D,6RX0_B_C,4CMJ_A_D,3JQ6_A_D,4CM6_A_D,4CME_A_D,6RX5_A_D,4CLH_A_D,3BMC_B_C,6HNR_A_B,5JDC_B_C,3JQ7_B_C,3JQB_B_C,4CMA_B_C,4CM1_B_C,4CLX_B_C,4CLR_A_D,4CLX_A_D,6RX6_A_D,3GN1_B_C,4CM1_A_D,6GEX_A_D,4CLO_B_C,5JDC_A_D,3JQD_B_C,2YHU_B_C,6HOW_C_D,4CMJ_B_C,4CLD_B_C,6GD4_A_D,2X9V_B_C,4CM4_B_C,6GDO_A_D,3JQE_B_C,3GN2_B_C,4CLR_B_C,6GD4_B_C,4CLO_A_D,3BMN_B_C,4CM9_A_D,6RX5_B_C,2YHU_A_D,3JQ9_B_C,4CMB_A_D,3MCV_B_C,4CM6_B_C,3JQA_B_C,5K6A_B_C,6GDP_A_D,6GDP_B_C,5JDI_B_C,5JDI_A_D,6GEX_B_C,6GD0_A_D,6TBX_C_D,4CMC_A_D,3GN1_A_D,4CM7_A_D,2C7V_A_D,2WD8_B_C,4WCF_A_D,2WD8_A_D,5IZC_B_C,4WCD_A_D,4WCD_B_C,2C7V_B_C,2VZ0_B_C,2WD7_B_C,5IZC_A_D,2WD7_A_D,6GCK_B_C,2VZ0_A_D,6GCK_A_D,4WCF_B_C
1OFN_A_B	GOL	GOL	 7AN4_A_B	1OI6_A_B,4HMZ_C_D,4HMZ_A_B,4HN0_A_B,4HN0_C_D,4HN1_C_D,4HN1_A_B,2IXC_A_B,2IXC_C_D,1PM7_A_B,5BUV_A_C,6NDR_A_B,3RYK_A_B,1WLT_A_B,2B9U_B_D,2B9U_E_F,2B9U_I_J,2B9U_K_L,2B9U_A_C,2B9U_G_H,2IXL_A_B,1NZC_C_D,1NZC_A_B,2IXL_C_D,1NXM_A_B,1NYW_A_B,7ANI_A_B,7ANJ_A_B,7AN4_A_B,7ANG_B_C,7ANG_A_D,7M15_A_B,7M15_E_F,7M14_E_F,7M14_C_D,7M15_C_D,7M14_A_B
1OI6_A_B	TMP	TMP	 7AN4_A_B	1OFN_A_B,4HMZ_C_D,4HMZ_A_B,4HN0_A_B,4HN0_C_D,4HN1_C_D,4HN1_A_B,2IXC_A_B,2IXC_C_D,1PM7_A_B,5BUV_A_C,6NDR_A_B,3RYK_A_B,1WLT_A_B,2B9U_B_D,2B9U_E_F,2B9U_I_J,2B9U_K_L,2B9U_A_C,2B9U_G_H,2IXL_A_B,1NZC_C_D,1NZC_A_B,2IXL_C_D,1NXM_A_B,1NYW_A_B,7ANI_A_B,7ANJ_A_B,7AN4_A_B,7ANG_B_C,7ANG_A_D,7M15_A_B,7M15_E_F,7M14_E_F,7M14_C_D,7M15_C_D,7M14_A_B
1P45_A_B	TCL		 5CPF_A_D	7K73_C_E,7L6C_C_D,7KLI_B_C,7KLI_A_D,7K73_A_G,7L6C_A_B,2IED_C_D,1BVR_A_B,1BVR_E_F,2IED_A_B,1BVR_C_D,5VRM_A_B,6R9W_C_D,5VRM_C_D,6R9W_E_F,4R9R_A_E,4R9R_C_G,4R9S_A_E,5VRN_D_F,5VRN_C_E,4R9S_C_G,4BGI_E_F,5UGT_E_G,4OYR_B_D,5MTP_F_H,5UGS_C_D,5MTR_A_B,5MTQ_A_B,5MTR_C_D,5UGS_A_B,5CPB_E_F,5UGT_A_B,5MTQ_C_D,5MTP_C_D,4OXY_A_C,5CPF_B_C,4OHU_A_D,4OXK_B_C,5MTQ_F_H,4OXK_A_D,5UGS_E_G,5CPF_A_D,4OYR_A_C,5MTP_A_B,5COQ_A_B,5COQ_C_D,5CPB_A_B,4OXY_B_D,4OHU_B_C,5MTP_E_G,5MTR_F_H,5MTR_E_G,5MTQ_E_G,5G0W_A_C,4UVI_B_D,4QXM_E_G,4TRM_A_B,4D0S_B_D,3FNF_A_B,5OIS_D_H,5OIN_B_C,2B36_A_B,5OIQ_B_D,5OIT_D_H,1P44_E_F,4UVH_A_C,5JFO_A_B,4D0S_A_C,2X23_A_B,3FNE_C_D,4BQR_B_D,5G0U_A_C,2B37_A_B,2B36_E_F,2NSD_A_B,2B35_E_F,5G0S_A_C,2B37_E_F,5G0S_B_D,5OIQ_A_C,4TRM_E_F,5G0V_A_C,5G0W_B_D,1P44_C_D,4BQP_C_D,5OIF_A_B,5OIS_B_F,4COD_D_H,5G0U_B_D,5OIN_A_D,3FNE_A_B,4BQR_A_C,2B35_C_D,2B36_C_D,5OIT_B_F,2X23_E_G,4BQP_E_F,4COD_B_F,4QXM_A_C,3FNF_C_D,5G0V_B_D,4BII_A_C,5G0T_B_D,2B35_A_B,4TRM_C_D,4UVH_B_D,5G0T_A_C,4BGE_E_F,4UVI_A_C,5JFO_C_D,1P44_A_B,4BII_B_D,3OIF_A_D,3OIF_B_C,4EIT_A_C,4EIT_B_D,5TF4_B_D,5TF4_A_C,3KVO_A_B,3SC4_A_B,6PZN_C_D,6PZM_A_D,6PZM_B_C,6PZN_A_B,6T6N_C_D,6T6P_C_D,6T6P_A_B,6T6N_G_H,6T6N_E_F,6T6N_A_B,2UVD_A_B,2UVD_C_D,2UVD_E_F,2UVD_G_H,3SJ7_A_B,4DMM_C_D,4DML_A_C,4DML_B_D,4DMM_A_B,4NBU_A_C,4NBU_B_D,4NBW_A_C,4NBW_B_D,3OEC_C_D,3OEC_A_B,4WEO_A_B,4WEO_C_D,1ZO8_E_F,1ZO8_I_J,1PWX_A_B,1ZO8_C_D,1ZMT_C_D,4IXW_A_B,1PWZ_A_B,3ZN2_A_B,1ZO8_M_N,1ZO8_A_B,1PX0_A_B,1ZO8_K_L,4IY1_A_B,1ZMT_A_B,4IXT_A_B,1ZO8_G_H,1PX0_C_D,5KVC_A_B,1PWX_C_D,5KWE_A_D,5KWE_B_C,1AHH_A_B,1FMC_A_B,1AHI_A_B,3GAF_G_H,3GAF_B_C,3GAF_A_F,3GAF_D_E,3O38_A_B,3O38_C_D,3UCE_A_C,3UCE_B_D,3UCF_A_C,3UCF_B_D
1OFW_A_B	GOL	GOL	 1OFY_A_B	19HC_A_B,1OFY_A_B
1P4K_A_C	GOL	GOL	 4ET0_A_B	2A8L_A_B,2A8M_A_B,2A8J_A_B,2A8I_A_B,6VIN_A_B,3C17_A_B,2ZAK_A_B,9GAC_A_C,9GAF_A_C,4R4Y_A_B,1P4V_A_C,9GAA_A_C,5V2I_A_B,3LJQ_A_C,4O47_A_B,4O48_A_B,4ET0_A_B,4ZM9_A_B,4ZM9_C_D,3TKJ_A_B,4OSY_A_B,4O0D_A_B,4OSX_A_B,4O0C_A_B,4O0E_A_B,4O0H_A_B,4O0G_A_B,4O0F_A_B,4PVR_A_B,4PVQ_A_B,4PVP_A_B,4PVS_A_B
4O0H_A_B	IAS		 4ET0_A_B	2A8L_A_B,2A8M_A_B,2A8J_A_B,2A8I_A_B,6VIN_A_B,3C17_A_B,2ZAK_A_B,9GAC_A_C,9GAF_A_C,4R4Y_A_B,1P4V_A_C,9GAA_A_C,1P4K_A_C,5V2I_A_B,3LJQ_A_C,4O47_A_B,4O48_A_B,4ET0_A_B,4ZM9_A_B,4ZM9_C_D,3TKJ_A_B,4OSY_A_B,4O0D_A_B,4OSX_A_B,4O0C_A_B,4O0E_A_B,4O0G_A_B,4O0F_A_B,4PVR_A_B,4PVQ_A_B,4PVP_A_B,4PVS_A_B
1OGF_A_E	GOL	GOL	 4A34_A_B	1OGC_D_E,1OGD_A_B,1OGC_C_D,1OGC_A_B,1OGF_D_E,1OGD_D_E,1OGC_A_E,1OGE_A_B,1OGE_A_E,1OGC_B_C,1OGF_B_C,1OGE_B_C,1OGF_C_D,1OGD_A_E,1OGF_A_B,1OGE_D_E,1OGD_B_C,1OGE_C_D,1OGD_C_D,2WCV_H_I,2WCV_C_D,2WCV_D_E,2WCV_A_E,2WCV_G_H,2WCV_F_J,2WCV_A_B,2WCV_I_J,2WCV_F_G,2WCV_B_C,3MVK_B_E,3MVK_D_E,3MVK_G_J,3MVK_D_F,3MVK_H_I,3MVK_H_J,3MVK_B_C,3MVK_C_F,3MVK_A_G,3MVK_A_I,4A34_C_D,4A34_F_G,4A34_A_B,4A34_Q_R,4A34_D_E,4A34_M_N,4A34_N_O,4A34_P_T,4A34_L_M,4A34_R_S,4A34_P_Q,4A34_K_L,4A34_A_E,4A34_B_C,4A34_I_J,4A34_F_J,4A34_K_O,4A34_S_T,4A34_G_H,4A34_H_I
1P7K_H_L	GOL	GOL	 4RAU_A_B	5Y9F_S_T,5Y9F_K_L,5Y9F_Y_Z,5Y9F_U_V,5Y9F_W_X,5Y9F_Q_R,5Y9F_a_b,5Y9F_M_N,5Y9F_c_d,5Y9F_O_P,4TRP_H_L,4TUJ_A_B,4TUL_H_L,4TUO_A_B,4TUJ_C_D,4TUO_C_D,4TUK_H_L,6HGU_A_B,6HGU_H_L,6HGA_H_L,3QG6_A_B,3QG6_H_L,1XGT_A_B,1XGP_A_B,1XGR_A_B,1XGQ_A_B,1NBY_A_B,1NDM_A_B,1NBZ_A_B,1NDG_A_B,1DQJ_A_B,1DQM_H_L,1XGU_A_B,1DQQ_C_D,1DQQ_A_B,5XQW_H_L,4RAU_D_E,4RAU_J_K,4RAU_V_W,1ZTX_H_L,4RAU_S_T,4RAU_A_B,4RAU_G_H,4RAU_M_N,4RAU_P_Q,6Z7W_E_F,6Z7W_A_B,6Z7W_G_H,6Z7W_C_D,1I8M_A_B,1I8M_H_L,1P7K_A_B,3FMG_H_L,4RDQ_L_M,5T5N_F_G,5T5N_J_K,5T5N_N_O,4RDQ_N_O,5T5N_H_I,4RDQ_H_I,4RDQ_F_G,5T5N_L_M,4RDQ_J_K,3RKD_C_D,3RKD_H_L,4YR6_A_B,4YR6_D_E,1F58_H_L,2F58_H_L,1ORS_A_B,1KCU_H_L,1KCV_H_L,1KCS_H_L,1KC5_H_L,5WTT_A_B,5WTT_H_L,1CBV_H_L,1NBV_H_L,1T2Q_H_L,2D03_H_L,2DTM_H_L,2DQT_H_L,2DQU_H_L,4Q0X_H_L,3B9K_C_D,3B9K_H_L,2AAB_H_L,4U1G_B_C,5MI0_B_C,4U1G_E_F,4U0R_B_C,3U9U_A_B,3U9U_C_D,4IJ3_B_C,4ZSO_C_D,4ZSO_A_B,4MA1_E_F,4MA1_B_C,4M7J_H_L,4MA1_H_L,4M7Z_B_C,4M7Z_H_L,6KDH_H_L,6KDI_H_L,1CFN_A_B,1HH6_A_B,1HI6_A_B,1CFT_A_B,1HH9_A_B,1CFQ_A_B,1BOG_A_B,1CFS_A_B,2VDR_H_L,3T3P_H_L,3ZDZ_E_F,2VC2_H_L,3ZE0_E_F,3ZE1_H_L,3ZE2_E_F,3ZDY_E_F,4Z7O_E_F,3ZDZ_H_L,3NIF_H_L,3T3M_H_L,3T3P_E_F,2VDP_H_L,3NIG_H_L,2VDO_H_L,3NIG_E_F,2VDL_H_L,3ZDX_H_L,2VDN_H_L,2VDK_H_L,3ZE1_E_F,3ZDY_H_L,3NID_H_L,3ZE2_H_L,4Z7O_H_L,3ZDX_E_F,3T3M_E_F,3ZE0_H_L,2VDQ_H_L,3NID_E_F,2VDM_H_L,3NIF_E_F,5HDB_E_F,4Z7N_H_L,5HDB_H_L,4Z7Q_E_F,4Z7Q_H_L,4Z7N_E_F,4H20_H_L,4S2S_A_B,4S2S_H_L,6J15_A_B,6J15_H_L,4CAD_J_K,4CAD_G_H,4CAD_D_E,4CAD_A_B,3CLE_H_L,3CLF_H_L,5KVD_H_L,1C12_A_B,4LVN_B_C,4LVO_B_C,4F37_H_L,4F37_F_K,3VW3_H_L,1EHL_H_L,1KEG_H_L,4O02_H_L,4UIL_H_L,1HIL_A_B,1FRG_H_L,1HIN_H_L,1HIM_H_L,1HIL_C_D,1HIM_J_M,1IFH_H_L,6A76_H_L,6A77_H_L,4HZL_A_B,4HZL_H_L,3O6L_H_L,3O6K_H_L,3O6M_H_L,5MHE_H_L,5MHG_H_L,7EAM_H_L,7EAM_C_D,1ZAN_H_L,5MUQ_A_B,5MUQ_H_L,6GXX_H_L,6I1O_H_L,1DQD_H_L,2YPV_H_L
4UIL_H_L	QI9	QI9	 4RAU_A_B	5Y9F_S_T,5Y9F_K_L,5Y9F_Y_Z,5Y9F_U_V,5Y9F_W_X,5Y9F_Q_R,5Y9F_a_b,5Y9F_M_N,5Y9F_c_d,5Y9F_O_P,4TRP_H_L,4TUJ_A_B,4TUL_H_L,4TUO_A_B,4TUJ_C_D,4TUO_C_D,4TUK_H_L,6HGU_A_B,6HGU_H_L,6HGA_H_L,3QG6_A_B,3QG6_H_L,1XGT_A_B,1XGP_A_B,1XGR_A_B,1XGQ_A_B,1NBY_A_B,1NDM_A_B,1NBZ_A_B,1NDG_A_B,1DQJ_A_B,1DQM_H_L,1XGU_A_B,1DQQ_C_D,1DQQ_A_B,5XQW_H_L,4RAU_D_E,4RAU_J_K,4RAU_V_W,1ZTX_H_L,4RAU_S_T,4RAU_A_B,4RAU_G_H,4RAU_M_N,4RAU_P_Q,6Z7W_E_F,6Z7W_A_B,6Z7W_G_H,6Z7W_C_D,1I8M_A_B,1I8M_H_L,1P7K_H_L,1P7K_A_B,3FMG_H_L,4RDQ_L_M,5T5N_F_G,5T5N_J_K,5T5N_N_O,4RDQ_N_O,5T5N_H_I,4RDQ_H_I,4RDQ_F_G,5T5N_L_M,4RDQ_J_K,3RKD_C_D,3RKD_H_L,4YR6_A_B,4YR6_D_E,1F58_H_L,2F58_H_L,1ORS_A_B,1KCU_H_L,1KCV_H_L,1KCS_H_L,1KC5_H_L,5WTT_A_B,5WTT_H_L,1CBV_H_L,1NBV_H_L,1T2Q_H_L,2D03_H_L,2DTM_H_L,2DQT_H_L,2DQU_H_L,4Q0X_H_L,3B9K_C_D,3B9K_H_L,2AAB_H_L,4U1G_B_C,5MI0_B_C,4U1G_E_F,4U0R_B_C,3U9U_A_B,3U9U_C_D,4IJ3_B_C,4ZSO_C_D,4ZSO_A_B,4MA1_E_F,4MA1_B_C,4M7J_H_L,4MA1_H_L,4M7Z_B_C,4M7Z_H_L,6KDH_H_L,6KDI_H_L,1CFN_A_B,1HH6_A_B,1HI6_A_B,1CFT_A_B,1HH9_A_B,1CFQ_A_B,1BOG_A_B,1CFS_A_B,2VDR_H_L,3T3P_H_L,3ZDZ_E_F,2VC2_H_L,3ZE0_E_F,3ZE1_H_L,3ZE2_E_F,3ZDY_E_F,4Z7O_E_F,3ZDZ_H_L,3NIF_H_L,3T3M_H_L,3T3P_E_F,2VDP_H_L,3NIG_H_L,2VDO_H_L,3NIG_E_F,2VDL_H_L,3ZDX_H_L,2VDN_H_L,2VDK_H_L,3ZE1_E_F,3ZDY_H_L,3NID_H_L,3ZE2_H_L,4Z7O_H_L,3ZDX_E_F,3T3M_E_F,3ZE0_H_L,2VDQ_H_L,3NID_E_F,2VDM_H_L,3NIF_E_F,5HDB_E_F,4Z7N_H_L,5HDB_H_L,4Z7Q_E_F,4Z7Q_H_L,4Z7N_E_F,4H20_H_L,4S2S_A_B,4S2S_H_L,6J15_A_B,6J15_H_L,4CAD_J_K,4CAD_G_H,4CAD_D_E,4CAD_A_B,3CLE_H_L,3CLF_H_L,5KVD_H_L,1C12_A_B,4LVN_B_C,4LVO_B_C,4F37_H_L,4F37_F_K,3VW3_H_L,1EHL_H_L,1KEG_H_L,4O02_H_L,1HIL_A_B,1FRG_H_L,1HIN_H_L,1HIM_H_L,1HIL_C_D,1HIM_J_M,1IFH_H_L,6A76_H_L,6A77_H_L,4HZL_A_B,4HZL_H_L,3O6L_H_L,3O6K_H_L,3O6M_H_L,5MHE_H_L,5MHG_H_L,7EAM_H_L,7EAM_C_D,1ZAN_H_L,5MUQ_A_B,5MUQ_H_L,6GXX_H_L,6I1O_H_L,1DQD_H_L,2YPV_H_L
